id,titre,url,source,date_article,themes_mistral,themes_ml,score_confiance_ml,tags
361,"Paging Charity? How do I get my leaders to stop running teams Into the ground?​​​​‌﻿‍﻿​‍​‍‌‍﻿﻿‌﻿​‍‌‍‍‌‌‍‌﻿‌‍‍‌‌‍﻿‍​‍​‍​﻿‍‍​‍​‍‌﻿​﻿‌‍​‌‌‍﻿‍‌‍‍‌‌﻿‌​‌﻿‍‌​‍﻿‍‌‍‍‌‌‍﻿﻿​‍​‍​‍﻿​​‍​‍‌‍‍​‌﻿​‍‌‍‌‌‌‍‌‍​‍​‍​﻿‍‍​‍​‍‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​﻿‍‍​‍﻿﻿​‍﻿﻿‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍﻿﻿‌‍‍‌‌‍﻿‍‌﻿‌​‌‍‌‌‌‍﻿‍‌﻿‌​​‍﻿﻿‌‍‌‌‌‍‌​‌‍‍‌‌﻿‌​​‍﻿﻿‌‍﻿‌‌‍﻿﻿‌‍‌​‌‍‌‌​﻿﻿‌‌﻿​​‌﻿​‍‌‍‌‌‌﻿​﻿‌‍‌‌‌‍﻿‍‌﻿‌​‌‍​‌‌﻿‌​‌‍‍‌‌‍﻿﻿‌‍﻿‍​﻿‍﻿‌‍‍‌‌‍‌​​﻿﻿‌​﻿​‍​﻿​﻿‌‍‌‌​﻿​‌​﻿‍‌​﻿‌​​﻿‍​‌‍‌‍​‍﻿‌‌‍‌‍‌‍​﻿‌‍​‌​﻿​​​‍﻿‌​﻿‌​​﻿‌​‌‍‌​​﻿‍​​‍﻿‌‌‍​‌‌‍​﻿‌‍​﻿​﻿‌﻿​‍﻿‌​﻿​​​﻿​﻿‌‍‌​​﻿‌‌​﻿​‍‌‍‌‌​﻿‌‌‌‍‌‌​﻿‌‌‌‍​‍​﻿‌‌‌‍‌‌​﻿‍﻿‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​﻿‍﻿‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​﻿﻿﻿‌‍​‍‌‍​‌‌﻿​﻿‌‍‌‌‌‌‌‌‌﻿​‍‌‍﻿​​﻿﻿‌‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​‍‌‌​﻿​﻿‌​​‌​‍‌‌​﻿​‍‌​‌‍​‍‌‌​﻿​‍‌​‌‍‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍‌‍‌‍‍‌‌‍‌​​﻿﻿‌​﻿​‍​﻿​﻿‌‍‌‌​﻿​‌​﻿‍‌​﻿‌​​﻿‍​‌‍‌‍​‍﻿‌‌‍‌‍‌‍​﻿‌‍​‌​﻿​​​‍﻿‌​﻿‌​​﻿‌​‌‍‌​​﻿‍​​‍﻿‌‌‍​‌‌‍​﻿‌‍​﻿​﻿‌﻿​‍﻿‌​﻿​​​﻿​﻿‌‍‌​​﻿‌‌​﻿​‍‌‍‌‌​﻿‌‌‌‍‌‌​﻿‌‌‌‍​‍​﻿‌‌‌‍‌‌​‍‌‍‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​‍‌‍‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​‍‌‍‌﻿​​‌‍‌‌‌﻿​‍‌﻿​﻿‌﻿​​‌‍‌‌‌‍​﻿‌﻿‌​‌‍‍‌‌﻿‌‍‌‍‌‌​﻿﻿‌‌﻿​​‌﻿‌‌‌‍​‍‌‍﻿​‌‍‍‌‌﻿​﻿‌‍‍​‌‍‌‌‌‍‌​​‍​‍‌﻿﻿‌","https://stackoverflow.blog/2026/06/12/what-s-the-facts-charity-how-do-i-get-my-leaders-to-stop-running-teams-into-the-ground/","StackOverflow Blog","2026-06-12T14:00:00.000Z","[""Pratiques/Qualité"",""Productivité/Outils""]","[]",0.1002,"[""gestion des équipes"",""leadership"",""productivité"",""outils"",""pratiques""]"
362,"GitHub Copilot CLI for Beginners: Overview of common slash commands","https://github.blog/ai-and-ml/github-copilot/github-copilot-cli-for-beginners-overview-of-common-slash-commands/","GitHub Blog","2026-06-15T20:15:31.000Z","[""Développement"",""Productivité/Outils""]","[""Développement""]",0.9741,"[""github copilot"",""cli"",""développement d'application"",""ia""]"
363,"Accelerating researchers and developers building multilingual AI with a new open dataset","https://github.blog/ai-and-ml/llms/accelerating-researchers-and-developers-building-multilingual-ai-with-a-new-open-dataset/","GitHub Blog","2026-06-15T19:17:30.000Z","[""IA/ML""]","[""Développement"",""IA/ML"",""Productivité/Outils"",""Architecture"",""DevOps/Infrastructure""]",0.9997,"[""ia multilingue"",""jeu de données ouvert"",""recherche"",""développement d'ai""]"
364,"How we made GitHub Copilot CLI more selective about delegation","https://github.blog/ai-and-ml/how-we-made-github-copilot-cli-more-selective-about-delegation/","GitHub Blog","2026-06-12T22:26:23.000Z","[""Développement"",""Productivité/Outils""]","[""Développement""]",0.9324,"[""github copilot"",""cli"",""délegation de tâches"",""précision"",""suggestions inutiles""]"
365,"GitHub availability report: May 2026","https://github.blog/news-insights/company-news/github-availability-report-may-2026/","GitHub Blog","2026-06-11T21:30:15.000Z","[""Sécurité"",""Pratiques/Qualité""]","[]",0.6438,"[""github"",""disponibilité"",""rapport"",""incidents"",""temps d'arrêt""]"
366,"Making secret scanning more trustworthy: Reducing false positives at scale","https://github.blog/security/making-secret-scanning-more-trustworthy-reducing-false-positives-at-scale/","GitHub Blog","2026-06-11T16:00:00.000Z","[""Sécurité"",""Pratiques/Qualité""]","[""Sécurité""]",0.9659,"[""secret scanning"",""fiabilité"",""sécurité"",""échelle"",""confiance""]"
367,"# How GitHub Star Exchange Platforms Work","https://dev.to/realmaileditor/-how-github-star-exchange-platforms-work-md","dev.to","2026-06-16T14:11:45.000Z","[""Développement"",""Pratiques/Qualité""]","[]",0.0187,"[""github"",""échange"",""plateformes"",""développement"",""open source""]"
368,"Detecting APTs via Autonomous Edge Network Security Monitoring","https://dev.to/hookprobe/detecting-apts-via-autonomous-edge-network-security-monitoring-2dhj","dev.to","2026-06-16T14:08:52.000Z","[""Sécurité"",""Architecture""]","[""Sécurité""]",0.9997,"[""sécurité des réseaux"",""surveillance de la sécurité"",""détection d'apts"",""outils de sécurité"",""réseaux de bord""]"
369,"tracesage: See Inside Your LangGraph Agents","https://dev.to/kjgpta/tracesage-see-inside-your-langgraph-agents-55ek","dev.to","2026-06-16T14:08:03.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement""]",0.9909,"[""python"",""dépendances"",""analyse de code"",""outils open source""]"
370,"16 Days, 4.7M Params, Zero Black Boxes: Building a White-box Chinese Cognition Engine from Scratch","https://dev.to/xuanyiyan/16-days-47m-params-zero-black-boxes-building-a-white-box-chinese-cognition-engine-from-scratch-503m","dev.to","2026-06-16T14:07:46.000Z","[""IA/ML"",""Pratiques/Qualité""]","[""Développement""]",0.9392,"[""ia/ml"",""langage naturel"",""modèles de langage"",""transparence"",""cognition""]"
371,"Flowork Settings: Managing API Keys, Global Defaults, and Agent Configuration","https://dev.to/alya_mahalini_f05d9953cfa/flowork-settings-managing-api-keys-global-defaults-and-agent-configuration-1d7d","dev.to","2026-06-16T14:00:37.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement""]",0.8408,"[""api"",""gestion de clés"",""configuration"",""flowork""]"
372,"How Samsung achieved real-time pricing with AWS Lambda Response Streaming","https://aws.amazon.com/blogs/architecture/how-samsung-achieved-real-time-pricing-with-aws-lambda-response-streaming/","AWS Architecture","2026-06-15T14:13:36.000Z","[""Architecture"",""DevOps/Infrastructure""]","[""DevOps/Infrastructure""]",0.7564,"[""aws lambda"",""streaming de réponse"",""prix en temps réel"",""traitement de données""]"
373,"Introducing the Snowflake and AWS Custom Lens for the AWS Well-Architected Framework","https://aws.amazon.com/blogs/architecture/introducing-the-snowflake-and-aws-custom-lens-for-the-aws-well-architected-framework/","AWS Architecture","2026-06-10T15:06:00.000Z","[""Architecture"",""DevOps/Infrastructure""]","[""Architecture"",""DevOps/Infrastructure"",""Développement"",""Sécurité""]",0.9851,"[""aws well-architected"",""snowflake"",""aws"",""architecture cloud"",""amélioration des performances""]"
374,"Automate medical record digitization with Amazon Bedrock Data Automation and AWS HealthLake","https://aws.amazon.com/blogs/architecture/automate-medical-record-digitization-with-amazon-bedrock-data-automation-and-aws-healthlake/","AWS Architecture","2026-06-09T16:51:55.000Z","[""DevOps/Infrastructure"",""Architecture"",""Sécurité""]","[]",0.6706,"[""numérisation de documents"",""extraire données"",""aws healthlake"",""amazon bedrock data automation"",""gestion des données de santé""]"
375,"Align your architecture backlog with Tech Roadmap Prioritization (TRP)","https://aws.amazon.com/blogs/architecture/align-your-architecture-backlog-with-tech-roadmap-prioritization-trp/","AWS Architecture","2026-06-03T18:08:51.000Z","[""Architecture"",""Productivité/Outils""]","[""Développement"",""Architecture""]",0.996,"[""tech roadmap prioritization"",""alignement architecture backlog"",""gestion de projet""]"
376,"Building highly available Oracle databases with Amazon FSx for NetApp ONTAP","https://aws.amazon.com/blogs/architecture/building-highly-available-oracle-databases-with-amazon-fsx-for-netapp-ontap/","AWS Architecture","2026-06-03T15:51:22.000Z","[""Architecture"",""DevOps/Infrastructure""]","[""Développement""]",0.8795,"[""amazon fsx"",""netapp ontap"",""oracle database"",""haute disponibilité"",""stockage""]"
377,"Building Reliable Agentic AI Systems","https://martinfowler.com/articles/reliable-llm-bayer.html","Martin Fowler","2026-06-16T12:11:00.000Z","[""IA/ML"",""Architecture"",""Pratiques/Qualité""]","[""Architecture"",""IA/ML""]",0.9331,"[""ia agentive"",""fiabilité des systèmes"",""gestion des erreurs"",""surveillance"",""résilience""]"
378,"Fragments: June 16","https://martinfowler.com/fragments/2026-06-16.html","Martin Fowler","2026-06-16T06:44:00.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement"",""Productivité/Outils""]",0.9653,"[""java 8"",""fragments"",""programmation fonctionnelle""]"
379,"Fragments: June  2","https://martinfowler.com/fragments/2026-06-02.html","Martin Fowler","2026-06-02T09:21:00.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement"",""Productivité/Outils""]",0.9946,"[""java 8"",""fragments"",""développement""]"
380,"Fragments: May 27","https://martinfowler.com/fragments/2026-05-27.html","Martin Fowler","2026-05-27T19:40:00.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement""]",0.9999,"[""fragments de code"",""développement de logiciels"",""qualité du code"",""maintenabilité du code""]"
381,"The test suite as a regression sensor","https://martinfowler.com/articles/sensors-for-coding-agents.html#TheTestSuiteAsARegressionSensor","Martin Fowler","2026-05-27T15:01:00.000Z","[""Pratiques/Qualité"",""Productivité/Outils""]","[""Sécurité""]",0.8055,"[""tests"",""régression"",""dépannage"",""qualité du code"",""maintenance""]"
382,"Java News Roundup: A2A Java SDK 1.0, Jakarta EE 12, JNoSQL, GraalVM, Micrometer, OpenXava, Gradle","https://www.infoq.com/news/2026/06/java-news-roundup-jun08-2026/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-16T02:30:00.000Z","[""Développement"",""Architecture"",""Productivité/Outils""]","[""Développement""]",0.9897,"[""java"",""sdk"",""jakarta ee"",""jnosql"",""graalvm"",""micrometer"",""openxava"",""gradle""]"
383,"Spring News Roundup: Point Releases of Boot, Security, Integration, Modulith and Spring AI 2.0","https://www.infoq.com/news/2026/06/spring-news-roundup-jun08-2026/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-15T14:15:00.000Z","[""Architecture"",""Développement"",""Sécurité""]","[""Sécurité"",""Développement"",""Architecture"",""IA/ML"",""Productivité/Outils""]",0.9998,"[""spring boot"",""spring security"",""spring integration"",""modulith"",""spring ai""]"
384,"Article: Governing AI in the Cloud: A Practical Guide for Architects","https://www.infoq.com/articles/governing-ai-cloud-guide/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-15T11:00:00.000Z","[""Architecture"",""IA/ML""]","[""IA/ML"",""Architecture"",""Développement""]",0.9439,"[""gouvernance ai"",""cloud"",""architecture"",""ia en tant que service""]"
385,"Podcast: Increasing Users' Data Agency: From BlueSky's AT Protocol to the Local-First Software Movement","https://www.infoq.com/podcasts/increasing-users-data-agency/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-15T11:00:00.000Z","[""Architecture"",""Sécurité"",""Pratiques/Qualité""]","[""Sécurité"",""Développement""]",0.9998,"[""protocoles de données"",""contrôle des données"",""confidentialité"",""sécurité"",""logiciel local en premier""]"
386,"Vercel Labs Open-Sources Zero-Native: A Zig-Based Cross-Platform Native Application Framework","https://www.infoq.com/news/2026/06/zero-native-zig-xplatform-vercel/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-15T01:25:00.000Z","[""Développement"",""Architecture""]","[""Développement"",""Sécurité"",""DevOps/Infrastructure""]",0.9829,"[""zero-native"",""zig"",""cross-platform"",""native applications"",""open-source""]"
387,"Software development  and  IA: De l'artisan du code au superviseur de l'IA - une histoire déjà vécue dans l’aviation civile","https://blog.octo.com/software-development-and-ia-de-l'artisan-du-code-au-superviseur-de-l'ia-une-histoire-deja-vecue-dans-l'aviation-civile","OCTO Blog","2026-06-17T13:25:10.000Z","[""IA/ML"",""Développement""]","[""Développement"",""Architecture""]",0.9999,"[""ia"",""développement de logiciels"",""supervision"",""aviation civile""]"
388,"Event-Driven Architecture chez Octo : épisode 3, les services AWS et la config","https://blog.octo.com/event-driven-architecture-chez-octo--episode-3-les-services-aws-et-la-config","OCTO Blog","2026-06-16T16:54:10.000Z","[""Architecture"",""DevOps/Infrastructure"",""Productivité/Outils""]","[""Architecture"",""DevOps/Infrastructure"",""Développement""]",0.9996,"[""event-driven architecture"",""aws services"",""configuration"",""automatisation"",""orchestration""]"
397,"Why cloud native belongs at the heart of agentic AI: Lessons from building a multi-agent security platform on Kubernetes","https://www.cncf.io/blog/2026/06/17/why-cloud-native-belongs-at-the-heart-of-agentic-ai-lessons-from-building-a-multi-agent-security-platform-on-kubernetes/","CNCF Blog","2026-06-17T11:00:00.000Z","[""Sécurité"",""Architecture"",""IA/ML""]","[""Sécurité""]",0.9999,"[""kubernetes"",""multi-agent"",""sécurité"",""cloud native"",""ai""]"
402,"How to Redact PII before sending prompts to OpenAI, Claude, or Gemini","https://dev.to/trevorthecreativeguy/how-to-redact-pii-before-sending-prompts-to-openai-claude-or-gemini-25gg","dev.to","2026-06-17T19:21:56.000Z","[""Sécurité"",""Développement""]","[""IA/ML"",""Développement"",""Sécurité""]",0.7938,"[""protection des données"",""modèles de langage"",""openai"",""claude"",""gemini""]"
403,"Beyond Missing Exports: Building an Early Garbage Collector for Webpack’s TypeDoc AST","https://dev.to/moshams272/beyond-missing-exports-building-an-early-garbage-collector-for-webpacks-typedoc-ast-5ep7","dev.to","2026-06-17T19:20:29.000Z","[""Développement"",""Architecture""]","[]",0.0713,"[""webpack"",""typedoc"",""ast"",""garbage collector"",""performances""]"
404,"200 OK Is Not the Same as ""It Works""","https://dev.to/wilfridterry/200-ok-is-not-the-same-as-it-works-14cd","dev.to","2026-06-17T19:19:33.000Z","[""Développement"",""Pratiques/Qualité""]","[""Sécurité"",""Développement""]",0.8802,"[""http"",""développement web"",""erreurs""]"
405,"The rsync disaster proves AI isn't ready for infrastructure code","https://dev.to/adioof/the-rsync-disaster-proves-ai-isnt-ready-for-infrastructure-code-4154","dev.to","2026-06-17T19:15:20.000Z","[""DevOps/Infrastructure"",""Sécurité"",""IA/ML""]","[""Développement"",""Sécurité"",""IA/ML""]",0.9423,"[""rsync"",""infrastructure"",""automatisation"",""ia"",""sécurité""]"
406,"Consultar infracciones de tránsito en Argentina: 33 sistemas, captchas y portales que se caen","https://dev.to/multita/consultar-infracciones-de-transito-en-argentina-33-sistemas-captchas-y-portales-que-se-caen-1k9n","dev.to","2026-06-17T19:14:04.000Z","[""Sécurité"",""Pratiques/Qualité""]","[]",0.4954,"[""infractions de transit"",""systèmes en argentine"",""captchas"",""portails en panne""]"
407,"AI agents are a confused deputy with the keys to your kingdom​​​​‌﻿‍﻿​‍​‍‌‍﻿﻿‌﻿​‍‌‍‍‌‌‍‌﻿‌‍‍‌‌‍﻿‍​‍​‍​﻿‍‍​‍​‍‌﻿​﻿‌‍​‌‌‍﻿‍‌‍‍‌‌﻿‌​‌﻿‍‌​‍﻿‍‌‍‍‌‌‍﻿﻿​‍​‍​‍﻿​​‍​‍‌‍‍​‌﻿​‍‌‍‌‌‌‍‌‍​‍​‍​﻿‍‍​‍​‍‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​﻿‍‍​‍﻿﻿​‍﻿﻿‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍﻿﻿‌‍‍‌‌‍﻿‍‌﻿‌​‌‍‌‌‌‍﻿‍‌﻿‌​​‍﻿﻿‌‍‌‌‌‍‌​‌‍‍‌‌﻿‌​​‍﻿﻿‌‍﻿‌‌‍﻿﻿‌‍‌​‌‍‌‌​﻿﻿‌‌﻿​​‌﻿​‍‌‍‌‌‌﻿​﻿‌‍‌‌‌‍﻿‍‌﻿‌​‌‍​‌‌﻿‌​‌‍‍‌‌‍﻿﻿‌‍﻿‍​﻿‍﻿‌‍‍‌‌‍‌​​﻿﻿‌​﻿‌‍​﻿​‍‌‍​‌‌‍​‌‌‍​‍​﻿​‌​﻿‌‌‌‍​‌​‍﻿‌​﻿​​​﻿​‌​﻿‌‌‌‍​‌​‍﻿‌​﻿‌​‌‍​‍‌‍‌‍​﻿​‍​‍﻿‌​﻿‍​‌‍​‍​﻿​﻿‌‍‌‌​‍﻿‌‌‍​‍​﻿‍‌​﻿‌​‌‍​﻿‌‍​﻿​﻿​﻿​﻿‌‌​﻿‌‍​﻿‍‌​﻿‌﻿​﻿‌﻿​﻿​​​﻿‍﻿‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​﻿‍﻿‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​﻿﻿﻿‌‍​‍‌‍​‌‌﻿​﻿‌‍‌‌‌‌‌‌‌﻿​‍‌‍﻿​​﻿﻿‌‌‍‍​‌﻿‌​‌﻿‌​‌﻿​​‌﻿​﻿​‍‌‌​﻿​﻿‌​​‌​‍‌‌​﻿​‍‌​‌‍​‍‌‌​﻿​‍‌​‌‍‌‍​﻿‌‍﻿‌‌﻿​﻿​‍﻿‍‌﻿​﻿‌﻿‌​‌‍​‌‌‍​﻿‌‍‍﻿‌‍﻿﻿‌﻿‌‍‌‍‌‌‌﻿​‍‌‍‌‍‌‍﻿​‌‍﻿﻿‌﻿‌﻿​‍﻿‍‌‍​﻿‌‍﻿﻿​‍‌‍‌‍‍‌‌‍‌​​﻿﻿‌​﻿‌‍​﻿​‍‌‍​‌‌‍​‌‌‍​‍​﻿​‌​﻿‌‌‌‍​‌​‍﻿‌​﻿​​​﻿​‌​﻿‌‌‌‍​‌​‍﻿‌​﻿‌​‌‍​‍‌‍‌‍​﻿​‍​‍﻿‌​﻿‍​‌‍​‍​﻿​﻿‌‍‌‌​‍﻿‌‌‍​‍​﻿‍‌​﻿‌​‌‍​﻿‌‍​﻿​﻿​﻿​﻿‌‌​﻿‌‍​﻿‍‌​﻿‌﻿​﻿‌﻿​﻿​​​‍‌‍‌﻿‌​‌﻿‍‌‌﻿​​‌‍‌‌​﻿﻿‌‌‍​‍‌‍﻿​‌‍﻿﻿‌‍‌﻿‌‌​​‌‍﻿﻿‌﻿​﻿‌﻿‌​​‍‌‍‌﻿​​‌‍​‌‌﻿‌​‌‍‍​​﻿﻿‌‌﻿‌​‌‍‍‌‌﻿‌​‌‍﻿​‌‍‌‌​‍‌‍‌﻿​​‌‍‌‌‌﻿​‍‌﻿​﻿‌﻿​​‌‍‌‌‌‍​﻿‌﻿‌​‌‍‍‌‌﻿‌‍‌‍‌‌​﻿﻿‌‌﻿​​‌﻿‌‌‌‍​‍‌‍﻿​‌‍‍‌‌﻿​﻿‌‍‍​‌‍‌‌‌‍‌​​‍​‍‌﻿﻿‌","https://stackoverflow.blog/2026/06/17/ai-agents-expose-the-security-checks-you-never-actually-wrote/","StackOverflow Blog","2026-06-17T14:00:00.000Z","[""Sécurité"",""IA/ML""]","[""Sécurité"",""IA/ML"",""Développement""]",0.9998,"[""ia"",""sécurité"",""agents ai"",""accès aux systèmes""]"
412,"What are git worktrees, and why should I use them?","https://github.blog/ai-and-ml/github-copilot/what-are-git-worktrees-and-why-should-i-use-them/","GitHub Blog","2026-06-16T20:58:54.000Z","[""Développement"",""Productivité/Outils""]","[""Développement"",""Productivité/Outils"",""Sécurité"",""DevOps/Infrastructure""]",0.9961,"[""git"",""worktrees"",""développement"",""productivité""]"
417,"Reducing SMS OTP fraud with Vonage network-powered solutions and Amazon Cognito","https://aws.amazon.com/blogs/architecture/reducing-sms-otp-fraud-with-vonage-network-powered-solutions-and-amazon-cognito/","AWS Architecture","2026-06-17T13:50:16.000Z","[""Sécurité"",""Architecture"",""Développement""]","[""Sécurité""]",0.9447,"[""sms otp"",""fraude"",""vonage"",""amazon cognito"",""sécurité""]"
432,"AI Agent Identity and Permission Challenges: How Uber and Auth0 Are Rethinking Access Control","https://www.infoq.com/news/2026/06/ai-agent-identity-uber-auth0/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=Architecture+%26+Design","InfoQ Architecture","2026-06-17T12:15:00.000Z","[""IA/ML"",""Sécurité"",""Architecture""]","[""IA/ML"",""Développement"",""Sécurité""]",0.9694,"[""ia"",""sécurité"",""contrôle d'accès"",""uber"",""auth0""]"
437,"Getting more from each token: How Copilot improves context handling and model routing","https://github.blog/ai-and-ml/github-copilot/getting-more-from-each-token-how-copilot-improves-context-handling-and-model-routing/","GitHub Blog","2026-06-17T19:41:46.000Z","[""IA/ML"",""Développement""]","[""Développement"",""Productivité/Outils""]",0.9808,"[""copilot"",""modèles de transformateur"",""contexte"",""routage du modèle"",""développement de code""]"
438,"Controlling Scope Creep at Scale","https://dev.to/azfshrz/controlling-scope-creep-at-scale-3gj2","dev.to","2026-06-17T20:10:42.000Z","[""Développement"",""Pratiques/Qualité""]","[""Développement"",""Pratiques/Qualité""]",0.9144,"[""gestion de projet"",""développement logiciel"",""risque"",""échelle"",""qualité""]"
439,"We Analyzed 44,000 Interview Practice Sessions to Find the Hardest Tech Companies to Interview At","https://dev.to/alex_bell_f2b96166c2d62f5/we-analyzed-44000-interview-practice-sessions-to-find-the-hardest-tech-companies-to-interview-at-4d1p","dev.to","2026-06-17T20:02:38.000Z","[""Développement"",""Pratiques/Qualité""]","[]",0.6479,"[""entretiens"",""emploi"",""tech"",""compétences"",""sélectivité""]"
440,"Astrophysics & AI with Python: Unlocking the Secrets of N-Body Simulations with Rebound","https://dev.to/programmingcentral/astrophysics-ai-with-python-unlocking-the-secrets-of-n-body-simulations-with-rebound-1mh6","dev.to","2026-06-17T20:00:00.000Z","[""IA/ML"",""Développement"",""Pratiques/Qualité""]","[""Développement"",""IA/ML""]",0.9965,"[""python"",""astrophysique"",""simulation"",""ia"",""rebound""]"
441,"Nimmake: Simplifying C++ Project Management by Reducing Configuration Overhead Compared to CMake","https://dev.to/denlava/nimmake-simplifying-c-project-management-by-reducing-configuration-overhead-compared-to-cmake-1l61","dev.to","2026-06-17T19:56:44.000Z","[""Développement"",""Productivité/Outils""]","[""Développement"",""Architecture""]",0.9344,"[""c++"",""gestion de projets"",""configuration"",""cmake"",""nimmake""]"
442,"I built a roguelike whose dungeon master is an LLM running 100% in the browser","https://dev.to/aipredictions_dev/i-built-a-roguelike-whose-dungeon-master-is-an-llm-running-100-in-the-browser-4pke","dev.to","2026-06-17T19:54:19.000Z","[""Développement"",""IA/ML""]","[""Sécurité"",""Développement"",""DevOps/Infrastructure""]",0.9629,"[""jeu vidéo"",""roguelike"",""grand modèle de langage"",""navigation web""]"
443,"REX - Tout ce que vous avez voulu savoir sur la migration d'une exploitation sans jamais oser le demander","https://blog.octo.com/rex-tout-ce-que-vous-avez-voulu-savoir-sur-la-migration-d'une-exploitation-sans-jamais-oser-le-demander","OCTO Blog","2026-06-29T13:45:10.000Z","[""DevOps/Infrastructure"",""Pratiques/Qualité""]","[""Développement""]",0.7882,"[""migration"",""rex"",""système d'exploitation"",""open source"",""astuces""]"
444,"Une semaine pour appréhender l'IA générative dans les métiers du produit","https://blog.octo.com/une-semaine-pour-apprehender-l'ia-generative-dans-les-metiers-du-produit-1","OCTO Blog","2026-06-26T16:37:10.000Z","[""IA/ML"",""Pratiques/Qualité""]","[""Développement"",""IA/ML""]",0.8868,"[""ia générative"",""métiers du produit"",""applications concrètes"",""défis et opportunités""]"
445,"À l'ère de l'IA, comment valoriser les actifs digitaux d'une entreprise ?  Quand la Due Diligence technique change ses red flags !","https://blog.octo.com/a-l'ere-de-l'ia-comment-valoriser-les-actifs-digitaux-d'une-entreprise-une-due-diligence-technique-classique-ne-suffit-plus.","OCTO Blog","2026-06-26T14:32:10.000Z","[""IA/ML"",""Sécurité"",""Pratiques/Qualité""]","[""Sécurité"",""Développement"",""IA/ML""]",0.9725,"[""ia"",""actifs digitaux"",""valorisation"",""due diligence technique"",""red flags""]"
446,"Déclaré mort, toujours vivant : ce que le vinyle apprend à nos équipes tech","https://blog.octo.com/declare-mort-toujours-vivant--ce-que-le-vinyle-apprend-a-nos-equipes-tech","OCTO Blog","2026-06-22T12:36:10.000Z","[""Pratiques/Qualité"",""Productivité/Outils""]","[""Développement""]",0.7322,"[""vinyle"",""adaptabilité"",""persévérance"",""changements"",""équipes tech""]"
448,"Weekly Update 509","https://www.troyhunt.com/weekly-update-509/","Troy Hunt","2026-06-24T05:17:32.000Z","[""Sécurité"",""Développement""]","[""Sécurité"",""Développement""]",0.9999,"[""sécurité"",""développement"",""meilleures pratiques""]"
